Test Description,Size,Method,Iteration,Time (ms),GC Time (ms),Allocated (MB),Copied (MB),Max Live Gen 1 (MB),Peak (MB)
DPS interface for compact regions/Queue enqueue operations,2^10,enqueueEffQueueDps,9,3.0,0.0,0.5143661499023438,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/Queue enqueue operations,2^10,enqueueEffQueueDps,10,3.0,0.0,0.5143661499023438,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueHMQueue,1,3.0,0.0,1.1210708618164062,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueHMQueue,2,3.0,0.0,1.1210708618164062,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueHMQueue,3,3.0,0.0,1.1210708618164062,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueHMQueue,4,3.0,0.0,1.1210708618164062,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueHMQueue,5,3.0,0.0,1.1210708618164062,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueHMQueue,6,3.0,0.0,1.1210708618164062,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueHMQueue,7,3.0,0.0,1.1210708618164062,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueHMQueue,8,3.0,0.0,1.1210708618164062,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueHMQueue,9,3.0,0.0,1.1210708618164062,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueHMQueue,10,3.0,0.0,1.1210708618164062,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueEffQueueFun,1,3.0,0.0,0.9348831176757812,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueEffQueueFun,2,3.0,0.0,0.9348831176757812,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueEffQueueFun,3,3.0,0.0,0.9348831176757812,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueEffQueueFun,4,3.0,0.0,0.9348831176757812,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueEffQueueFun,5,3.0,0.0,0.9348831176757812,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueEffQueueFun,6,3.0,0.0,0.9348831176757812,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueEffQueueFun,7,3.0,0.0,0.9348831176757812,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueEffQueueFun,8,3.0,0.0,0.9348831176757812,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueEffQueueFun,9,3.0,0.0,0.9348831176757812,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueEffQueueFun,10,3.0,0.0,0.9348831176757812,0.00350189208984375,0.034820556640625,6
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueEffQueueDps,1,5.0,0.0,3.4054489135742188,0.00350189208984375,0.034820556640625,7
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueEffQueueDps,2,5.0,0.0,3.4054489135742188,0.00350189208984375,0.034820556640625,7
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueEffQueueDps,3,5.0,0.0,3.4054489135742188,0.00350189208984375,0.034820556640625,7
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueEffQueueDps,4,5.0,0.0,3.4054489135742188,0.00350189208984375,0.034820556640625,7
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueEffQueueDps,5,5.0,0.0,3.4054489135742188,0.00350189208984375,0.034820556640625,7
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueEffQueueDps,6,5.0,0.0,3.4054489135742188,0.00350189208984375,0.034820556640625,7
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueEffQueueDps,7,5.0,0.0,3.4054489135742188,0.00350189208984375,0.034820556640625,7
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueEffQueueDps,8,5.0,0.0,3.4054489135742188,0.00350189208984375,0.034820556640625,7
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueEffQueueDps,9,5.0,0.0,3.4054489135742188,0.00350189208984375,0.034820556640625,7
DPS interface for compact regions/Queue enqueue operations,2^13,enqueueEffQueueDps,10,5.0,0.0,3.4054489135742188,0.00350189208984375,0.034820556640625,7
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueHMQueue,1,10.0,5.0,8.121345520019531,3.7622528076171875,2.533538818359375,10
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueHMQueue,2,10.0,5.0,8.121345520019531,3.7622528076171875,2.533538818359375,10
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueHMQueue,3,10.0,5.0,8.121345520019531,3.7622528076171875,2.533538818359375,10
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueHMQueue,4,10.0,5.0,8.121345520019531,3.7622528076171875,2.533538818359375,10
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueHMQueue,5,10.0,5.0,8.121345520019531,3.7622528076171875,2.533538818359375,10
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueHMQueue,6,10.0,5.0,8.121345520019531,3.7622528076171875,2.533538818359375,10
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueHMQueue,7,11.0,5.0,8.121345520019531,3.7622528076171875,2.533538818359375,10
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueHMQueue,8,11.0,5.0,8.121345520019531,3.7622528076171875,2.533538818359375,10
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueHMQueue,9,10.0,5.0,8.121345520019531,3.7622528076171875,2.533538818359375,10
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueHMQueue,10,10.0,5.0,8.121345520019531,3.7622528076171875,2.533538818359375,10
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueEffQueueFun,1,6.0,1.0,6.6226348876953125,0.8123855590820312,0.034820556640625,7
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueEffQueueFun,2,6.0,1.0,6.6226348876953125,0.8123855590820312,0.034820556640625,7
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueEffQueueFun,3,6.0,1.0,6.6226348876953125,0.8123855590820312,0.034820556640625,7
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueEffQueueFun,4,5.0,1.0,6.6226348876953125,0.8123855590820312,0.034820556640625,7
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueEffQueueFun,5,5.0,1.0,6.6226348876953125,0.8123855590820312,0.034820556640625,7
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueEffQueueFun,6,6.0,1.0,6.6226348876953125,0.8123855590820312,0.034820556640625,7
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueEffQueueFun,7,5.0,1.0,6.6226348876953125,0.8123855590820312,0.034820556640625,7
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueEffQueueFun,8,6.0,1.0,6.6226348876953125,0.8123855590820312,0.034820556640625,7
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueEffQueueFun,9,6.0,1.0,6.6226348876953125,0.8123855590820312,0.034820556640625,7
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueEffQueueFun,10,5.0,1.0,6.6226348876953125,0.8123855590820312,0.034820556640625,7
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueEffQueueDps,1,17.0,2.0,26.624656677246094,0.9762115478515625,4.097877502441406,14
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueEffQueueDps,2,17.0,2.0,26.624656677246094,0.9762115478515625,4.097877502441406,14
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueEffQueueDps,3,17.0,2.0,26.624656677246094,0.9762115478515625,4.097877502441406,14
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueEffQueueDps,4,17.0,2.0,26.624656677246094,0.9762115478515625,4.097877502441406,14
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueEffQueueDps,5,16.0,2.0,26.624656677246094,0.9762115478515625,4.097877502441406,14
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueEffQueueDps,6,16.0,2.0,26.624656677246094,0.9762115478515625,4.097877502441406,14
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueEffQueueDps,7,16.0,2.0,26.624656677246094,0.9762115478515625,4.097877502441406,14
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueEffQueueDps,8,16.0,2.0,26.624656677246094,0.9762115478515625,4.097877502441406,14
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueEffQueueDps,9,16.0,2.0,26.624656677246094,0.9762115478515625,4.097877502441406,14
DPS interface for compact regions/Queue enqueue operations,2^16,enqueueEffQueueDps,10,16.0,2.0,26.624656677246094,0.9762115478515625,4.097877502441406,14
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueHMQueue,1,127.0,108.0,64.12162017822266,122.39125061035156,19.90113067626953,55
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueHMQueue,2,127.0,108.0,64.12162017822266,122.39125061035156,19.90113067626953,55
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueHMQueue,3,122.0,104.0,64.12162017822266,122.39125061035156,19.90113067626953,55
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueHMQueue,4,130.0,112.0,64.12162017822266,122.39125061035156,19.90113067626953,55
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueHMQueue,5,125.0,107.0,64.12162017822266,122.39125061035156,19.90113067626953,55
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueHMQueue,6,140.0,120.0,64.12162017822266,122.39125061035156,19.90113067626953,55
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueHMQueue,7,131.0,111.0,64.12162017822266,122.39125061035156,19.90113067626953,55
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueHMQueue,8,130.0,111.0,64.12162017822266,122.39125061035156,19.90113067626953,55
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueHMQueue,9,129.0,110.0,64.12162017822266,122.39125061035156,19.90113067626953,55
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueHMQueue,10,125.0,106.0,64.12162017822266,122.39125061035156,19.90113067626953,55
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueEffQueueFun,1,85.0,71.0,52.122886657714844,84.01900482177734,17.058456420898438,45
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueEffQueueFun,2,85.0,72.0,52.122886657714844,84.01900482177734,17.058456420898438,45
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueEffQueueFun,3,83.0,70.0,52.122886657714844,84.01900482177734,17.058456420898438,45
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueEffQueueFun,4,85.0,72.0,52.122886657714844,84.01900482177734,17.058456420898438,45
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueEffQueueFun,5,85.0,72.0,52.122886657714844,84.01900482177734,17.058456420898438,45
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueEffQueueFun,6,85.0,72.0,52.122886657714844,84.01900482177734,17.058456420898438,45
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueEffQueueFun,7,83.0,70.0,52.122886657714844,84.01900482177734,17.058456420898438,45
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueEffQueueFun,8,86.0,73.0,52.122886657714844,84.01900482177734,17.058456420898438,45
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueEffQueueFun,9,83.0,70.0,52.122886657714844,84.01900482177734,17.058456420898438,45
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueEffQueueFun,10,85.0,72.0,52.122886657714844,84.01900482177734,17.058456420898438,45
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueEffQueueDps,1,143.0,56.0,212.84386444091797,44.96318054199219,46.64942932128906,80
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueEffQueueDps,2,147.0,58.0,212.84386444091797,44.96318054199219,46.64942932128906,80
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueEffQueueDps,3,145.0,57.0,212.84386444091797,44.96318054199219,46.64942932128906,80
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueEffQueueDps,4,144.0,56.0,212.84386444091797,44.96318054199219,46.64942932128906,80
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueEffQueueDps,5,144.0,56.0,212.84386444091797,44.96318054199219,46.64942932128906,80
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueEffQueueDps,6,146.0,56.0,212.84386444091797,44.96318054199219,46.64942932128906,80
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueEffQueueDps,7,146.0,57.0,212.84386444091797,44.96318054199219,46.64942932128906,80
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueEffQueueDps,8,141.0,55.0,212.84386444091797,44.96318054199219,46.64942932128906,80
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueEffQueueDps,9,147.0,57.0,212.84386444091797,44.96318054199219,46.64942932128906,80
DPS interface for compact regions/Queue enqueue operations,2^19,enqueueEffQueueDps,10,142.0,55.0,212.84386444091797,44.96318054199219,46.64942932128906,80
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueHMQueue,1,1377.0,1249.0,512.1216201782227,1539.1121520996094,160.03353881835938,433
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueHMQueue,2,1360.0,1233.0,512.1216201782227,1539.1121520996094,160.03353881835938,433
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueHMQueue,3,1439.0,1302.0,512.1216201782227,1539.1121520996094,160.03353881835938,433
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueHMQueue,4,1357.0,1232.0,512.1216201782227,1539.1121520996094,160.03353881835938,433
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueHMQueue,5,970.0,872.0,512.1216201782227,1539.1121520996094,160.03353881835938,433
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueHMQueue,6,928.0,833.0,512.1216201782227,1539.1121520996094,160.03353881835938,433
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueHMQueue,7,937.0,842.0,512.1216201782227,1539.1121520996094,160.03353881835938,433
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueHMQueue,8,930.0,835.0,512.1216201782227,1539.1121520996094,160.03353881835938,433
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueHMQueue,9,934.0,840.0,512.1216201782227,1539.1121520996094,160.03353881835938,433
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueHMQueue,10,940.0,845.0,512.1216201782227,1539.1121520996094,160.03353881835938,433
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueEffQueueFun,1,635.0,573.0,416.12286376953125,1146.1615447998047,108.6490707397461,270
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueEffQueueFun,2,650.0,587.0,416.12286376953125,1146.1615447998047,108.6490707397461,270
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueEffQueueFun,3,647.0,584.0,416.12286376953125,1146.1615447998047,108.6490707397461,270
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueEffQueueFun,4,636.0,572.0,416.12286376953125,1146.1615447998047,108.6490707397461,270
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueEffQueueFun,5,636.0,573.0,416.12286376953125,1146.1615447998047,108.6490707397461,270
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueEffQueueFun,6,641.0,578.0,416.12286376953125,1146.1615447998047,108.6490707397461,270
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueEffQueueFun,7,643.0,580.0,416.12286376953125,1146.1615447998047,108.6490707397461,270
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueEffQueueFun,8,646.0,583.0,416.12286376953125,1146.1615447998047,108.6490707397461,270
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueEffQueueFun,9,682.0,617.0,416.12286376953125,1146.1615447998047,108.6490707397461,270
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueEffQueueFun,10,684.0,621.0,416.12286376953125,1146.1615447998047,108.6490707397461,270
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueEffQueueDps,1,896.0,432.0,1702.8440475463867,550.7626037597656,404.24993896484375,592
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueEffQueueDps,2,893.0,430.0,1702.8440475463867,550.7626037597656,404.24993896484375,592
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueEffQueueDps,3,897.0,431.0,1702.8440475463867,550.7626037597656,404.24993896484375,592
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueEffQueueDps,4,895.0,432.0,1702.8440475463867,550.7626037597656,404.24993896484375,592
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueEffQueueDps,5,906.0,442.0,1702.8440475463867,550.7626037597656,404.24993896484375,592
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueEffQueueDps,6,894.0,431.0,1702.8440475463867,550.7626037597656,404.24993896484375,592
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueEffQueueDps,7,900.0,435.0,1702.8440475463867,550.7626037597656,404.24993896484375,592
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueEffQueueDps,8,900.0,436.0,1702.8440475463867,550.7626037597656,404.24993896484375,592
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueEffQueueDps,9,894.0,431.0,1702.8440475463867,550.7626037597656,404.24993896484375,592
DPS interface for compact regions/Queue enqueue operations,2^22,enqueueEffQueueDps,10,909.0,442.0,1702.8440475463867,550.7626037597656,404.24993896484375,592
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueHMQueue,1,8645.0,7900.0,4096.121894836426,13901.92219543457,1280.0335388183594,3511
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueHMQueue,2,8237.0,7487.0,4096.121894836426,13901.92219543457,1280.0335388183594,3511
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueHMQueue,3,8219.0,7469.0,4096.121894836426,13901.92219543457,1280.0335388183594,3511
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueHMQueue,4,8859.0,8035.0,4096.121894836426,13901.92219543457,1280.0335388183594,3511
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueHMQueue,5,11910.0,10915.0,4096.121894836426,13901.92219543457,1280.0335388183594,3511
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueHMQueue,6,11796.0,10807.0,4096.121894836426,13901.92219543457,1280.0335388183594,3511
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueHMQueue,7,10742.0,9857.0,4096.121894836426,13901.92219543457,1280.0335388183594,3511
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueHMQueue,8,8161.0,7419.0,4096.121894836426,13901.92219543457,1280.0335388183594,3511
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueHMQueue,9,8253.0,7507.0,4096.121894836426,13901.92219543457,1280.0335388183594,3511
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueHMQueue,10,8164.999999999999,7423.0,4096.121894836426,13901.92219543457,1280.0335388183594,3511
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueEffQueueFun,1,5675.0,5185.0,3328.123115539551,10630.005577087402,866.4753875732422,2142
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueEffQueueFun,2,5716.0,5228.0,3328.123115539551,10630.005577087402,866.4753875732422,2142
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueEffQueueFun,3,5727.0,5234.0,3328.123115539551,10630.005577087402,866.4753875732422,2142
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueEffQueueFun,4,5723.0,5234.0,3328.123115539551,10630.005577087402,866.4753875732422,2142
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueEffQueueFun,5,5849.0,5347.0,3328.123115539551,10630.005577087402,866.4753875732422,2142
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueEffQueueFun,6,8162.000000000001,7528.0,3328.123115539551,10630.005577087402,866.4753875732422,2142
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueEffQueueFun,7,8146.000000000001,7513.0,3328.123115539551,10630.005577087402,866.4753875732422,2142
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueEffQueueFun,8,8251.0,7614.0,3328.123115539551,10630.005577087402,866.4753875732422,2142
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueEffQueueFun,9,7932.0,7339.0,3328.123115539551,10630.005577087402,866.4753875732422,2142
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueEffQueueFun,10,5656.0,5169.0,3328.123115539551,10630.005577087402,866.4753875732422,2142
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueEffQueueDps,1,7224.0,3583.0,13623.157005310059,4688.426910400391,3235.993698120117,4747
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueEffQueueDps,2,7251.0,3584.0,13623.157005310059,4688.426910400391,3235.993698120117,4747
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueEffQueueDps,3,7345.0,3617.0,13623.157005310059,4688.426910400391,3235.993698120117,4747
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueEffQueueDps,4,7403.0,3670.0,13623.157005310059,4688.426910400391,3235.993698120117,4747
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueEffQueueDps,5,7330.0,3640.0,13623.157005310059,4688.426910400391,3235.993698120117,4747
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueEffQueueDps,6,7298.0,3605.0,13623.157005310059,4688.426910400391,3235.993698120117,4747
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueEffQueueDps,7,9901.0,4904.0,13623.157005310059,4688.426910400391,3235.993698120117,4747
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueEffQueueDps,8,10396.0,5165.0,13623.157005310059,4688.426910400391,3235.993698120117,4747
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueEffQueueDps,9,10264.0,5087.0,13623.157005310059,4688.426910400391,3235.993698120117,4747
DPS interface for compact regions/Queue enqueue operations,2^25,enqueueEffQueueDps,10,7905.0,3915.0,13623.157005310059,4688.426910400391,3235.993698120117,4747
DPS interface for compact regions/S-expression parser,2^10,parseSExpr.force,1,2.0,0.0,0.2012481689453125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExpr.force,2,2.0,0.0,0.2012481689453125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExpr.force,3,2.0,0.0,0.2012481689453125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExpr.force,4,2.0,0.0,0.2012481689453125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExpr.force,5,2.0,0.0,0.2012481689453125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExpr.force,6,2.0,0.0,0.2012481689453125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExpr.force,7,2.0,0.0,0.2012481689453125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExpr.force,8,2.0,0.0,0.2012481689453125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExpr.force,9,2.0,0.0,0.2012481689453125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExpr.force,10,2.0,0.0,0.2012481689453125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExpr.copyCR,1,2.0,0.0,0.263946533203125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExpr.copyCR,2,2.0,0.0,0.263946533203125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExpr.copyCR,3,2.0,0.0,0.263946533203125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExpr.copyCR,4,2.0,0.0,0.263946533203125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExpr.copyCR,5,2.0,0.0,0.263946533203125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExpr.copyCR,6,2.0,0.0,0.263946533203125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExpr.copyCR,7,2.0,0.0,0.263946533203125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExpr.copyCR,8,2.0,0.0,0.263946533203125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExpr.copyCR,9,2.0,0.0,0.263946533203125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExpr.copyCR,10,2.0,0.0,0.263946533203125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExprDps,1,2.0,0.0,0.2482452392578125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExprDps,2,2.0,0.0,0.2482452392578125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExprDps,3,2.0,0.0,0.2482452392578125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExprDps,4,2.0,0.0,0.2482452392578125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExprDps,5,2.0,0.0,0.2482452392578125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExprDps,6,2.0,0.0,0.2482452392578125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExprDps,7,2.0,0.0,0.2482452392578125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExprDps,8,2.0,0.0,0.2482452392578125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExprDps,9,2.0,0.0,0.2482452392578125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^10,parseSExprDps,10,2.0,0.0,0.2482452392578125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^13,parseSExpr.force,1,2.0,0.0,0.55108642578125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^13,parseSExpr.force,2,2.0,0.0,0.55108642578125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^13,parseSExpr.force,3,2.0,0.0,0.55108642578125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^13,parseSExpr.force,4,2.0,0.0,0.55108642578125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^13,parseSExpr.force,5,2.0,0.0,0.55108642578125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^13,parseSExpr.force,6,2.0,0.0,0.55108642578125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^13,parseSExpr.force,7,2.0,0.0,0.55108642578125,0.00403594970703125,0.043182373046875,6
DPS interface for compact regions/S-expression parser,2^13,parseSExpr.force,8,2.0,0.0,0.55108642578125,0.00403594970703125,0.043182373046875,6
